Nom Com,Code Iris,Classement de SCORE GLOBAL region 1,Nom Iris,Population,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,,DEPARTEMENTS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,REGIONS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES
Archingeay,170170000,34 312,Archingeay,673,83,84,64,83,101,71,95,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Archon,20210000,40 438,Archon,89,77,0,58,108,121,38,116,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcinges,420070000,47 245,Arcinges,209,65,90,26,81,84,47,83,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcins,330100000,45 582,Arcins,484,70,107,29,91,81,55,84,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcis-le-Ponsart,510140000,41 938,Arcis-le-Ponsart,314,75,106,22,45,129,50,101,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcis-sur-Aube,100060000,6 408,Arcis-sur-Aube,2 835,114,89,105,91,146,100,128,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcizac-Adour,650190000,32 086,Arcizac-Adour,536,85,113,70,65,95,84,85,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcizac-ez-Angles,650200000,38 672,Arcizac-ez-Angles,258,79,97,86,63,72,89,69,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcizans-Avant,650210000,43 720,Arcizans-Avant,394,73,111,55,50,83,74,72,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcizans-Dessus,650220000,47 325,Arcizans-Dessus,126,65,96,36,71,74,56,73,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arc-lès-Gray,700260000,9 976,Arc-lès-Gray,2 537,107,91,106,84,128,101,113,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcomps,180090000,41 525,Arcomps,317,76,88,35,77,111,53,99,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcon,420080000,26 372,Arcon,109,90,81,114,41,94,103,76,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arçon,250240000,42 867,Arçon,839,74,122,54,81,67,77,72,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arconcey,210200000,28 495,Arconcey,221,88,95,80,75,98,85,91,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arçonnay,720060000,18 546,Arçonnay,1 841,97,103,85,88,110,91,103,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arconsat,630080000,14 078,Arconsat,613,102,86,93,47,145,91,112,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arconville,100070000,9 792,Arconville,107,108,113,114,32,136,114,101,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arc-sous-Cicon,250250000,38 176,Arc-sous-Cicon,670,79,104,62,101,74,76,83,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arc-sous-Montenot,250260000,33 360,Arc-sous-Montenot,198,84,98,70,82,91,80,88,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arc-sur-Tille,210210000,39 706,Arc-sur-Tille,2 648,78,122,65,85,66,84,72,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030109,6 976,Laplace 2,2 150,112,93,122,108,115,112,113,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030108,35 299,Laplace 1,2 411,82,93,79,113,64,84,80,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030107,14 677,Jules Ferry 2,1 993,101,93,115,118,83,107,95,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030106,13 437,Jules Ferry 1,2 419,102,93,130,92,85,118,87,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030105,2 151,Jean Mac_ 2,2 879,127,93,152,95,134,133,121,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030104,7 390,Jean Mac_ 1,2 599,112,93,131,112,101,119,105,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030103,17 444,Barbusse,2 100,98,93,108,105,87,103,93,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030102,4 559,Joliot Curie 2,1 997,118,93,140,97,120,124,112,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcueil,940030101,17 382,Joliot Curie 1,3 019,98,93,120,100,77,111,85,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcy-Sainte-Restitue,20220000,25 461,Arcy-Sainte-Restitue,403,90,102,79,76,103,86,94,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arcy-sur-Cure,890150000,22 890,Arcy-sur-Cure,486,93,95,90,67,107,92,94,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardelles,280080000,34 454,Ardelles,199,83,107,71,98,75,83,83,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardelu,280090000,48 003,Ardelu,74,61,0,28,108,102,18,104,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardenais,180100000,43 541,Ardenais,204,73,91,46,58,99,61,85,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardenay-sur-Mérize,720070000,23 594,Ardenay-sur-Mérize,480,92,99,109,85,75,106,78,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardengost,650230000,43 891,Ardengost,12,73,0,0,181,129,0,146,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardentes,360050000,23 715,Ardentes,3 866,92,103,81,92,97,88,95,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardes,630090000,6 839,Ardes,538,113,83,102,57,167,95,130,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardeuil-et-Montfauxelles,80180000,39 502,Ardeuil-et-Montfauxelles,70,78,0,61,62,143,40,116,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardiège,310130000,29 765,Ardiège,362,87,110,83,59,93,92,82,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardilleux,790110000,29 121,Ardilleux,179,87,92,73,80,103,80,95,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardillières,170180000,36 171,Ardillières,846,81,96,75,95,73,82,80,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardin,790120000,38 819,Ardin,1 249,79,99,62,77,86,74,83,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardizas,320070000,46 976,Ardizas,210,66,109,23,74,84,52,80,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardoix,70130000,39 964,Ardoix,1 249,78,95,62,85,81,73,82,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardon,450060000,21 095,Ardon,1 156,94,157,83,99,72,108,81,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardon,390150000,45 880,Ardon,115,69,103,36,21,109,58,80,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardouval,760240000,31 061,Ardouval,164,86,97,54,77,116,69,103,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Ardres,620380000,16 683,Ardres,4 427,99,98,97,81,110,97,100,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aregno,2B0200000,21 161,Aregno,600,94,91,84,74,116,86,102,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Areines,410030000,30 867,Areines,616,86,108,55,107,95,73,99,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arelaune-en-Seine,764010000,29 222,Arelaune-en-Seine,2 606,87,102,68,77,104,79,95,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aren,640390000,45 596,Aren,247,70,101,40,91,73,61,79,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arengosse,400060000,24 879,Arengosse,691,91,96,54,69,136,68,114,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arenthon,740180000,29 845,Arenthon,1 679,87,150,72,100,64,98,76,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arès,330110000,12 395,Arès,6 202,104,111,93,65,130,99,108,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aresches,395860000,41 652,Aresches,34,76,0,67,38,142,44,107,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Aressy,640410000,25 380,Aressy,686,90,117,74,94,92,88,93,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arette,640400000,24 055,Arette,1 040,92,94,81,79,107,85,98,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arfeuille-Châtain,230050000,20 757,Arfeuille-Châtain,187,95,79,74,102,120,76,114,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arfeuilles,30060000,5 792,Arfeuilles,660,115,73,139,50,145,117,113,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arfons,810160000,30 335,Arfons,172,86,84,78,64,107,80,93,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argagnon,640420000,35 199,Argagnon,703,82,100,71,88,81,81,84,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Arganchy,140190000,47 849,Arganchy,231,62,106,23,75,72,51,73,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argançon,100080000,39 055,Argançon,105,79,107,28,100,104,55,103,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argancy,570280000,37 044,Argancy,1 351,81,125,62,86,74,83,78,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argein,90140000,16 374,Argein,196,99,89,94,27,146,92,106,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelès-Bagnères,650240000,3 086,Argelès-Bagnères,115,123,95,183,61,107,154,92,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelès-Gazost,650250000,8 150,Argelès-Gazost,2 940,110,100,118,68,128,112,108,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelès-sur-Mer,660080104,9 988,Peripherie Sud,2 982,107,98,97,68,142,97,117,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelès-sur-Mer,660080103,15 945,Massane Nord,2 908,100,98,80,72,134,86,113,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelès-sur-Mer,660080102,3 306,Le Village,2 201,122,98,152,86,121,134,110,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelès-sur-Mer,660080101,7 820,Plage et Ecarts,2 343,111,98,106,73,141,103,118,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argeliers,110120000,33 889,Argeliers,2 111,83,94,68,66,102,77,90,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelliers,340120000,45 666,Argelliers,1 037,70,116,47,72,68,70,69,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
Argelos,640430000,46 709,Argelos,271,67,106,46,90,57,66,68,,ALLIER,92.25203252,86.04336043,85.65311653,81.57723577,107.2357724,85.80216802,98.67750678,AUVERGNE RHONE ALPES,92.93585044,93.30956745,86.43731672,87.21957478,102.1092375,88.72415689,97.1497434
